Age,Gender,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Frequency (days/week),Experience_Level,Water_Intake (liters),Fitness_Goal,Workout_Type,Equipment_dumbbell,Equipment_barbell,Equipment_cable,Equipment_kettlebell,Equipment_resistance_band,Equipment_stability_ball,Equipment_bodyweight_only
28.6,Male,77.1,1.79,24.0,17.8,189.5,143.1,63.9,0.61,455.5,4.9,1.0,2.7,Athletic Performance,Functional,1.0,0.0,1.0,1.0,1.0,1.0,1.0
43.0,Male,74.2,1.76,23.95,21.2,188.0,141.0,68.0,0.98,1426.0,2.0,3.0,3.1,General Fitness,Cardio,0.0,0.0,1.0,1.0,0.0,0.0,1.0
40.5,Female,70.6,1.79,22.1,28.4,193.1,144.7,68.7,1.09,515.2,1.3,1.0,3.45,Muscle Gain,Strength,1.0,1.0,0.0,1.0,0.0,1.0,0.0
23.1,Male,73.6,1.8,22.82,11.2,198.1,171.3,61.8,0.35,441.6,2.4,3.0,2.7,Weight Loss,HIIT,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34.0,Female,73.9,1.75,24.13,35.0,192.0,165.0,74.0,1.64,816.0,3.0,2.0,1.5,Endurance,Cardio,0.0,1.0,0.0,0.0,1.0,0.0,1.0
36.2,Male,72.6,1.69,25.41,19.0,187.5,176.7,49.5,0.89,655.9,3.4,3.0,3.5,Endurance,HIIT,1.0,1.0,0.0,1.0,0.0,0.0,1.0
34.8,Male,65.8,1.73,21.88,24.0,190.9,142.9,65.6,1.15,463.8,3.7,2.0,3.43,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30.0,Female,57.6,1.66,20.9,30.9,169.0,160.0,67.0,1.86,1332.0,4.0,2.0,2.7,General Fitness,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33.7,Male,84.8,1.82,25.51,16.4,192.3,164.8,66.7,0.79,984.6,3.9,3.0,3.4,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56.0,Male,40.0,1.63,15.06,23.4,181.0,133.0,50.0,0.89,1674.0,3.0,2.0,1.5,General Fitness,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
35.5,Male,106.2,1.92,28.71,25.4,183.8,111.8,61.3,2.48,1586.7,4.4,3.0,3.2,General Fitness,Powerlifting,1.0,1.0,0.0,0.0,1.0,0.0,0.0
39.2,Male,61.2,1.77,19.56,23.4,176.3,138.6,54.6,0.92,405.8,4.6,3.0,2.63,General Fitness,Functional,,,,,,,
58.1,Male,72.5,1.68,25.67,15.4,157.6,126.3,63.5,1.43,831.3,3.5,2.0,2.9,Strength,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33.0,Female,129.9,1.56,53.38,34.0,189.0,138.0,73.0,2.0,993.0,3.0,2.0,2.3,Strength,Strength,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29.4,Male,58.6,1.66,21.2,14.7,196.7,117.3,78.2,1.28,280.4,4.0,3.0,2.3,Flexibility,Yoga,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.5,Female,66.7,1.69,23.42,19.9,199.8,105.5,70.5,1.15,202.9,3.8,3.0,1.6,General Fitness,Yoga,0.0,1.0,0.0,0.0,1.0,1.0,1.0
38.6,Female,74.0,1.64,27.36,32.6,189.1,118.8,59.1,1.43,535.6,4.4,2.0,3.1,Strength,Powerlifting,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35.6,Male,94.4,1.86,27.39,12.8,173.2,144.2,55.3,0.93,592.8,4.5,3.0,3.1,Muscle Gain,Functional,1.0,0.0,1.0,1.0,1.0,1.0,1.0
23.5,Male,64.2,1.64,23.77,17.0,177.2,142.2,56.6,1.01,632.9,5.6,1.0,3.2,Weight Loss,Cardio,0.0,0.0,0.0,0.0,1.0,0.0,1.0
33.2,Female,55.3,1.63,20.9,19.2,192.0,136.4,62.1,0.81,274.0,3.1,3.0,1.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,1.0,1.0
51.0,Female,47.3,1.74,15.62,28.8,194.0,148.0,55.0,2.0,1259.0,3.0,1.0,3.1,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
22.3,Male,77.9,1.82,23.51,13.4,201.1,140.0,58.9,0.71,455.4,3.7,3.0,3.3,General Fitness,Functional,0.0,1.0,0.0,1.0,1.0,1.0,1.0
44.0,Female,88.2,1.88,24.95,28.5,192.0,169.0,51.0,2.0,1783.0,4.0,2.0,1.9,Endurance,HIIT,0.0,1.0,0.0,1.0,0.0,1.0,1.0
35.9,Male,64.3,1.65,23.57,13.7,173.6,119.4,65.1,1.26,568.7,4.8,2.0,2.0,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25.3,Male,96.0,1.84,28.45,,197.2,142.7,69.0,1.1,922.6,3.1,1.0,3.7,Muscle Gain,Strength,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41.2,Female,76.4,1.71,26.21,28.8,178.5,162.6,75.4,0.94,774.0,2.5,1.0,2.91,Endurance,HIIT,0.0,0.0,1.0,0.0,1.0,0.0,1.0
19.8,Female,41.1,1.45,19.52,18.8,204.2,141.8,63.8,0.99,283.3,3.1,1.0,3.1,Athletic Performance,Functional,0.0,1.0,0.0,0.0,0.0,1.0,1.0
22.4,Female,60.7,1.63,22.9,26.6,194.6,132.3,82.6,1.73,848.2,4.8,2.0,3.1,General Fitness,Strength,1.0,1.0,0.0,0.0,0.0,1.0,0.0
38.0,Male,65.3,1.7,22.6,26.3,181.0,144.0,56.0,1.47,574.0,4.0,1.0,2.6,Weight Loss,HIIT,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35.8,Female,55.1,1.52,24.0,20.4,196.0,189.5,53.0,1.05,1227.9,4.8,3.0,3.9,Weight Loss,HIIT,0.0,1.0,1.0,0.0,1.0,0.0,1.0
50.0,Male,40.0,1.92,10.85,16.0,168.0,144.0,55.0,1.48,692.0,5.0,1.0,2.5,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.9,Male,71.5,1.81,21.92,12.6,151.0,130.9,66.0,0.77,461.7,4.3,1.0,2.8,General Fitness,Strength,1.0,1.0,0.0,1.0,0.0,1.0,1.0
65.0,Male,45.0,1.67,16.14,18.9,153.7,126.1,78.2,1.45,373.5,2.4,2.0,4.18,General Fitness,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
26.7,Male,54.4,1.64,20.27,20.1,210.0,112.1,51.5,0.76,196.3,3.8,2.0,1.7,Strength,Strength,1.0,1.0,1.0,0.0,0.0,1.0,0.0
45.5,Female,79.1,1.69,27.74,30.3,169.7,108.4,57.9,1.51,629.6,4.4,2.0,1.5,Muscle Gain,Powerlifting,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36.9,Female,52.8,1.59,20.8,19.7,182.1,92.6,58.3,1.41,207.2,3.4,3.0,2.3,Flexibility,Yoga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,Male,69.7,1.89,19.49,10.8,209.9,149.6,66.5,0.66,553.1,3.2,1.0,2.7,Weight Loss,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26.4,Male,79.9,1.91,21.82,8.1,191.0,171.5,51.1,0.78,1001.8,3.9,2.0,3.3,Weight Loss,HIIT,1.0,0.0,1.0,0.0,1.0,1.0,1.0
24.9,Female,60.9,1.65,22.49,16.4,210.0,150.5,47.5,1.49,680.1,5.2,2.0,3.5,Endurance,Cardio,0.0,1.0,1.0,0.0,0.0,1.0,1.0
43.0,Male,100.5,1.9,27.7,14.2,177.7,117.9,57.6,1.39,978.0,3.8,2.0,2.8,Strength,Strength,0.0,1.0,1.0,1.0,0.0,0.0,1.0
25.0,Female,83.1,1.72,28.09,23.8,182.0,167.0,67.0,0.89,771.0,4.0,1.0,2.3,Muscle Gain,Strength,1.0,1.0,0.0,0.0,1.0,0.0,1.0
24.5,Male,60.7,1.59,24.11,21.3,205.9,111.1,67.8,1.67,547.2,3.0,2.0,2.7,Muscle Gain,Strength,1.0,0.0,1.0,1.0,1.0,0.0,0.0
47.4,Male,64.0,1.64,23.74,10.9,179.3,169.8,65.8,0.5,551.8,2.2,3.0,2.8,Weight Loss,HIIT,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26.1,Male,69.0,1.71,23.51,29.0,182.4,145.1,69.5,1.57,682.6,1.7,2.0,3.23,General Fitness,Strength,,,,,,,
32.0,Male,49.1,1.5,21.79,24.0,192.9,148.6,63.4,0.86,265.6,1.7,2.0,3.35,Muscle Gain,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
24.2,Male,67.2,1.65,24.58,24.4,198.2,117.2,60.0,1.04,461.4,4.0,2.0,2.7,Muscle Gain,Powerlifting,0.0,1.0,1.0,0.0,0.0,0.0,0.0
52.6,Male,60.0,1.59,23.65,20.9,161.7,110.5,61.2,0.92,337.2,4.2,1.0,2.2,Strength,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
25.3,Male,61.4,1.84,18.19,10.5,183.8,116.0,71.0,1.27,200.5,3.3,2.0,2.6,General Fitness,Yoga,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26.0,Female,64.1,1.68,22.71,,190.0,168.0,55.0,1.35,1175.0,2.0,2.0,3.4,Strength,Strength,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16.9,Male,72.5,1.69,25.5,29.5,210.0,175.2,63.7,1.27,608.0,2.7,1.0,2.71,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
58.0,Male,43.6,1.67,15.63,26.7,176.0,142.0,74.0,1.13,1089.0,4.0,2.0,3.4,General Fitness,HIIT,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,Female,66.2,1.83,19.77,20.2,196.0,126.0,74.0,1.6,993.0,5.0,1.0,2.5,Strength,Strength,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33.2,Female,79.0,1.61,30.32,32.3,194.3,102.8,71.8,1.84,792.9,4.1,2.0,1.6,Muscle Gain,Powerlifting,1.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,Female,46.5,1.83,13.89,10.0,176.0,128.0,74.0,1.01,1061.0,4.0,3.0,2.5,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.4,Male,74.5,1.83,22.14,17.8,172.8,149.0,62.9,0.72,567.0,3.8,1.0,3.1,General Fitness,Functional,1.0,0.0,1.0,1.0,1.0,1.0,1.0
56.9,Male,89.7,1.95,23.54,18.3,160.3,111.0,61.0,1.41,622.3,4.4,2.0,3.2,General Fitness,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
31.4,Female,54.5,1.67,19.65,24.2,182.9,110.2,64.1,1.13,133.7,2.5,3.0,2.5,Flexibility,Yoga,1.0,0.0,0.0,0.0,0.0,1.0,1.0
41.6,Female,71.2,1.62,26.95,18.3,198.4,187.6,51.8,1.12,1199.6,2.2,3.0,3.4,Weight Loss,HIIT,0.0,1.0,0.0,1.0,1.0,0.0,0.0
28.2,Male,60.1,1.65,22.02,14.7,189.7,112.2,66.1,1.62,676.7,4.2,3.0,2.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
32.0,Female,40.0,1.88,11.32,27.4,174.0,148.0,50.0,1.94,1436.0,2.0,3.0,2.8,General Fitness,Strength,1.0,1.0,0.0,1.0,0.0,0.0,1.0
16.0,Female,117.4,1.72,39.51,39.6,192.5,154.9,72.0,1.15,864.6,1.9,1.0,3.81,Strength,Strength,0.0,1.0,1.0,0.0,1.0,0.0,1.0
51.9,Female,53.0,1.58,21.18,23.0,160.9,155.9,62.4,0.5,282.2,5.2,2.0,2.7,General Fitness,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25.5,Female,63.2,1.57,25.69,19.2,202.6,149.0,60.7,1.43,1243.8,3.1,2.0,3.1,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,Male,74.0,1.76,23.89,20.2,160.7,104.1,62.1,2.1,502.6,4.6,3.0,2.6,Strength,Powerlifting,1.0,1.0,0.0,0.0,0.0,0.0,0.0
33.4,Male,78.2,1.83,23.29,12.4,185.3,154.0,54.1,1.0,1103.0,5.9,2.0,2.8,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.2,Male,47.8,1.64,17.86,13.7,202.3,91.4,72.6,0.55,79.4,3.7,1.0,2.1,Flexibility,Yoga,0.0,0.0,0.0,1.0,1.0,1.0,1.0
18.0,Male,50.0,1.69,17.51,21.6,196.0,143.0,53.0,1.37,1115.0,4.0,2.0,2.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,1.0,1.0
48.5,Female,55.8,1.55,23.07,25.1,166.2,126.9,63.8,1.06,300.2,4.9,1.0,3.3,Muscle Gain,Strength,0.0,1.0,0.0,0.0,0.0,1.0,1.0
57.0,Female,43.5,2.0,10.88,18.7,172.0,159.0,59.0,1.73,530.0,2.0,3.0,2.1,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,0.0,0.0
55.0,Female,65.3,1.68,23.14,33.1,164.0,156.0,67.0,1.59,851.0,3.0,2.0,2.8,General Fitness,Cardio,1.0,0.0,0.0,0.0,1.0,0.0,1.0
39.6,Female,71.2,1.62,27.18,25.8,177.9,135.5,58.0,1.16,794.6,4.1,1.0,3.1,General Fitness,Strength,1.0,1.0,1.0,1.0,0.0,0.0,0.0
16.0,Male,87.4,1.67,31.32,22.9,209.0,191.6,65.5,0.82,757.8,2.9,2.0,3.27,Weight Loss,HIIT,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16.0,Male,46.8,1.59,18.43,23.3,206.0,158.9,57.6,0.65,198.8,3.6,2.0,2.84,General Fitness,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
45.3,Female,66.9,1.56,27.36,21.7,174.1,169.1,64.6,1.17,768.8,4.7,3.0,4.3,Weight Loss,HIIT,0.0,0.0,0.0,1.0,1.0,1.0,1.0
21.4,Male,83.7,1.76,26.94,14.0,202.6,131.0,64.8,1.73,1345.7,3.2,3.0,3.0,Muscle Gain,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
29.3,Female,68.6,1.65,25.3,25.5,194.0,101.2,64.7,0.87,182.5,2.5,1.0,2.5,Stress Relief,Yoga,0.0,0.0,1.0,0.0,1.0,0.0,1.0
16.0,Female,60.9,1.74,20.08,20.2,196.2,140.4,56.9,1.34,530.4,5.5,2.0,3.42,Muscle Gain,Strength,1.0,1.0,0.0,0.0,1.0,0.0,0.0
50.9,Male,90.9,1.76,29.2,18.9,161.2,113.8,73.1,1.02,582.7,4.9,3.0,2.6,General Fitness,Strength,1.0,1.0,1.0,1.0,0.0,1.0,1.0
18.1,Female,50.2,1.59,19.77,20.3,198.3,147.9,66.2,0.81,377.4,3.1,2.0,2.6,General Fitness,Functional,1.0,0.0,1.0,1.0,1.0,1.0,1.0
36.1,Male,94.2,1.93,25.25,14.5,188.5,122.7,60.3,2.39,1327.8,4.2,3.0,3.1,Strength,Powerlifting,1.0,1.0,1.0,0.0,0.0,0.0,1.0
23.9,Female,63.7,1.89,17.89,18.2,197.7,126.0,69.3,0.79,188.5,3.7,2.0,2.79,Stress Relief,Yoga,1.0,0.0,1.0,0.0,1.0,1.0,1.0
30.0,Female,40.0,1.62,15.24,25.2,166.0,164.0,73.0,1.23,1046.0,5.0,3.0,3.7,Muscle Gain,Strength,1.0,1.0,0.0,1.0,0.0,0.0,0.0
49.0,Female,105.0,1.63,39.52,24.0,170.0,139.0,70.0,1.53,1065.0,4.0,2.0,1.5,Endurance,Cardio,0.0,0.0,0.0,1.0,1.0,0.0,1.0
16.0,Female,51.9,1.76,16.74,25.3,210.0,175.3,72.9,1.43,561.1,2.4,1.0,2.4,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
40.7,Male,53.3,1.47,24.62,26.1,177.8,140.5,68.3,1.08,366.4,2.1,1.0,2.8,Athletic Performance,Functional,,,,,,,
53.0,Male,71.4,1.82,21.65,13.7,159.8,153.3,58.4,1.25,864.5,3.4,3.0,3.1,Muscle Gain,Functional,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56.0,Female,88.8,1.7,30.73,24.1,173.0,129.0,52.0,1.79,933.0,4.0,2.0,1.5,Muscle Gain,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
19.1,Female,67.3,1.59,26.65,22.4,210.0,178.6,49.6,0.84,1102.5,2.6,3.0,4.2,Endurance,HIIT,0.0,0.0,0.0,1.0,0.0,1.0,1.0
30.4,Female,80.4,1.72,27.19,21.5,189.4,156.0,59.6,1.6,1350.5,5.5,2.0,4.7,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.0,Male,80.0,1.79,25.02,12.7,183.8,149.9,74.7,1.12,623.9,3.4,2.0,2.9,General Fitness,Functional,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51.5,Female,62.2,1.69,21.9,24.7,170.3,126.4,69.5,0.99,598.7,3.7,2.0,2.7,Muscle Gain,Functional,1.0,0.0,1.0,1.0,0.0,1.0,0.0
39.6,Female,64.3,1.72,21.65,21.8,172.3,167.3,67.1,0.37,244.5,2.1,3.0,3.0,Weight Loss,HIIT,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38.3,Male,80.7,1.82,24.37,8.2,172.4,167.4,54.8,0.39,309.9,5.0,3.0,2.5,Endurance,HIIT,1.0,1.0,0.0,1.0,1.0,0.0,0.0
19.0,Female,129.9,1.71,44.42,29.6,161.0,169.0,56.0,2.0,443.0,4.0,2.0,2.4,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
31.0,Female,64.8,1.57,26.44,,186.5,175.3,45.0,0.56,544.0,2.6,2.0,3.5,Weight Loss,HIIT,1.0,1.0,0.0,1.0,1.0,0.0,0.0
20.3,Male,67.9,1.65,24.97,25.9,206.5,105.7,59.6,2.39,549.4,4.8,2.0,2.3,General Fitness,Powerlifting,1.0,1.0,1.0,1.0,1.0,0.0,1.0
54.9,Female,62.8,1.58,25.19,24.5,156.6,146.0,75.5,1.18,548.3,3.8,3.0,3.6,Muscle Gain,Functional,1.0,0.0,0.0,1.0,1.0,1.0,1.0
40.4,Female,56.7,1.59,22.3,18.2,180.6,169.2,64.5,0.96,462.8,4.6,1.0,3.5,Weight Loss,Cardio,1.0,0.0,0.0,0.0,0.0,0.0,1.0
53.0,Male,67.8,1.69,23.8,8.8,176.2,156.2,55.6,1.17,690.8,5.6,2.0,3.9,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,Female,86.0,1.69,30.11,23.3,183.0,136.0,58.0,1.16,861.0,5.0,2.0,3.6,Strength,Strength,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,Female,51.2,1.48,23.32,18.6,178.8,151.9,57.2,0.99,490.7,4.9,3.0,3.1,Endurance,Cardio,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33.4,Female,78.4,1.75,25.7,26.5,185.7,144.7,59.8,1.32,701.1,4.2,2.0,2.63,Strength,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
18.1,Female,51.3,1.56,20.99,21.3,208.8,119.1,69.5,1.54,587.0,3.2,1.0,3.6,General Fitness,Strength,1.0,1.0,0.0,1.0,0.0,0.0,1.0
19.4,Female,72.2,1.69,25.35,21.4,197.7,143.6,59.3,1.0,739.2,4.8,2.0,2.6,Muscle Gain,Strength,1.0,0.0,1.0,1.0,0.0,0.0,1.0
31.7,Male,95.5,1.85,27.94,14.7,196.7,185.2,52.6,0.92,1062.6,4.7,2.0,4.0,Endurance,HIIT,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.6,Male,64.7,1.73,21.65,14.7,198.2,153.7,49.6,1.39,1308.4,4.4,2.0,2.7,General Fitness,Cardio,1.0,0.0,1.0,1.0,0.0,0.0,1.0
35.7,Female,59.2,1.69,20.82,18.5,199.3,154.1,66.7,0.72,495.8,2.9,2.0,3.6,General Fitness,HIIT,1.0,0.0,1.0,1.0,1.0,0.0,1.0
36.8,Male,94.8,1.78,29.91,20.3,185.4,137.4,67.6,1.74,1227.7,4.8,1.0,2.9,Strength,Strength,1.0,0.0,1.0,1.0,0.0,1.0,1.0
43.1,Male,102.7,1.81,31.44,26.2,167.8,145.1,60.3,0.85,659.8,4.4,3.0,3.29,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.1,Female,58.9,1.61,22.72,17.4,203.5,157.0,51.3,1.04,740.5,3.9,3.0,2.6,Weight Loss,HIIT,1.0,0.0,0.0,1.0,0.0,0.0,1.0
19.9,Male,86.3,1.86,24.9,10.3,197.3,141.9,70.0,1.09,1130.3,4.9,1.0,3.4,Endurance,Cardio,0.0,0.0,0.0,1.0,0.0,0.0,1.0
23.4,Female,60.1,1.66,21.85,27.0,192.4,144.4,51.5,0.61,394.8,3.5,2.0,2.9,Muscle Gain,Functional,1.0,1.0,0.0,1.0,0.0,1.0,1.0
28.5,Female,71.7,1.57,28.9,21.0,199.2,143.4,69.2,1.96,958.4,3.7,1.0,3.6,Muscle Gain,Strength,1.0,1.0,0.0,0.0,1.0,0.0,1.0
46.0,Female,69.9,1.68,24.77,35.0,173.0,168.0,64.0,1.43,911.0,3.0,2.0,3.4,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
23.3,Female,58.9,1.58,23.61,27.5,194.9,118.1,60.8,0.92,246.5,4.1,3.0,2.4,Strength,Strength,1.0,1.0,1.0,1.0,0.0,0.0,1.0
21.1,Female,64.7,1.64,24.03,26.8,196.0,125.1,71.8,1.67,849.9,3.9,2.0,3.6,Muscle Gain,Strength,1.0,1.0,1.0,0.0,0.0,1.0,1.0
37.5,Female,58.2,1.62,22.2,20.9,173.6,150.3,46.9,1.35,979.4,3.1,2.0,3.1,Weight Loss,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.5,Male,81.2,1.83,24.27,21.5,204.4,113.1,58.8,1.98,1114.5,4.2,3.0,2.3,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29.0,Female,40.0,1.64,14.87,27.4,178.0,130.0,69.0,1.15,1093.0,3.0,2.0,3.4,Weight Loss,HIIT,0.0,0.0,0.0,0.0,1.0,0.0,1.0
30.1,Male,98.0,1.97,25.36,17.5,184.0,144.8,66.5,1.5,975.9,4.7,2.0,2.7,Muscle Gain,Strength,1.0,1.0,0.0,1.0,0.0,0.0,0.0
22.0,Female,71.5,1.81,21.82,22.0,195.0,164.0,51.0,1.52,935.0,3.0,2.0,2.6,Muscle Gain,Strength,0.0,1.0,0.0,1.0,1.0,0.0,1.0
33.6,Male,63.9,1.65,23.45,31.5,189.6,154.9,72.5,1.39,593.7,1.9,1.0,2.41,Athletic Performance,Strength,,,,,,,
28.4,Female,81.0,1.75,26.32,19.7,187.5,149.3,65.5,1.7,951.3,4.6,2.0,3.32,General Fitness,Strength,,,,,,,
29.3,Male,64.9,1.71,22.25,20.5,201.1,113.4,74.3,1.98,644.8,4.5,3.0,2.9,Strength,Strength,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50.1,Male,94.3,1.9,26.18,13.8,176.4,171.4,60.2,1.39,1496.5,5.4,2.0,4.1,Endurance,Cardio,0.0,0.0,1.0,1.0,0.0,0.0,1.0
25.3,Female,56.2,1.63,21.2,22.6,200.5,130.1,66.1,1.0,389.0,4.0,1.0,2.3,General Fitness,Functional,0.0,1.0,1.0,1.0,0.0,1.0,1.0
49.0,Female,105.3,1.83,31.44,31.4,165.0,150.0,70.0,1.53,699.0,3.0,1.0,3.7,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,1.0,0.0
26.3,Female,57.8,1.59,22.84,16.2,195.1,189.7,52.7,0.63,774.6,4.2,3.0,3.5,General Fitness,HIIT,1.0,0.0,0.0,1.0,1.0,1.0,1.0
47.3,Female,60.6,1.6,23.64,21.5,166.5,130.0,55.5,1.79,577.3,3.9,2.0,3.3,Muscle Gain,Strength,1.0,1.0,0.0,0.0,0.0,0.0,1.0
26.3,Male,74.6,1.79,23.35,14.1,191.9,125.5,62.0,1.05,655.8,4.5,3.0,2.5,Strength,Strength,1.0,1.0,1.0,0.0,1.0,1.0,1.0
46.0,Male,54.2,1.91,14.86,14.0,171.0,169.0,67.0,0.9,771.0,3.0,3.0,2.6,Endurance,HIIT,0.0,0.0,0.0,1.0,1.0,1.0,1.0
18.0,Male,97.5,2.0,24.38,24.8,169.0,159.0,68.0,1.17,782.0,2.0,1.0,1.8,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,0.0,0.0
29.0,Male,71.9,1.78,22.78,14.7,191.4,163.2,52.9,0.54,578.4,3.1,3.0,2.7,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.8,Male,73.2,1.71,24.92,21.5,183.0,126.0,65.5,0.9,516.5,4.1,2.0,2.1,Muscle Gain,Strength,1.0,1.0,1.0,0.0,1.0,0.0,1.0
38.7,Male,67.7,1.79,21.08,17.4,182.6,111.2,48.3,0.84,258.8,4.4,3.0,2.0,Muscle Gain,Strength,0.0,1.0,1.0,0.0,0.0,0.0,0.0
33.1,Female,80.7,1.81,24.72,16.3,180.0,141.5,45.0,1.72,1045.4,3.7,1.0,3.4,Endurance,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
24.0,Female,102.6,1.67,36.79,28.3,190.0,132.0,73.0,1.41,800.0,3.0,2.0,1.5,General Fitness,Strength,1.0,1.0,1.0,1.0,1.0,0.0,1.0
38.8,Female,56.9,1.57,23.05,16.5,184.2,156.3,50.7,1.01,859.7,4.0,2.0,3.2,Weight Loss,HIIT,0.0,0.0,0.0,1.0,1.0,0.0,0.0
53.2,Male,77.6,1.63,29.06,28.4,159.1,124.3,66.4,1.27,679.0,2.6,1.0,2.81,General Fitness,Functional,,,,,,,
24.7,Male,76.0,1.89,21.33,18.9,191.2,114.7,74.1,0.81,134.0,4.5,2.0,2.8,Stress Relief,Yoga,0.0,0.0,1.0,0.0,0.0,1.0,1.0
38.7,Female,61.2,1.55,25.44,26.8,178.9,113.7,66.3,1.1,159.4,3.9,2.0,2.6,General Fitness,Yoga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.0,Male,69.0,1.68,24.41,13.9,197.3,178.5,49.0,1.13,1303.6,4.6,2.0,3.8,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55.2,Male,64.3,1.76,20.75,16.3,174.7,143.1,65.2,1.26,682.8,3.5,2.0,2.4,General Fitness,Functional,1.0,0.0,1.0,0.0,1.0,1.0,1.0
25.0,Female,63.1,1.64,23.44,21.3,195.5,187.5,58.0,0.42,479.4,4.9,3.0,3.6,Weight Loss,HIIT,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27.0,Male,73.5,1.71,25.13,21.8,193.5,133.2,68.2,1.46,1101.2,4.3,1.0,2.6,Muscle Gain,Functional,0.0,0.0,0.0,0.0,1.0,1.0,1.0
25.7,Male,99.6,1.76,32.3,25.3,191.4,102.6,84.7,1.96,1158.2,4.1,2.0,2.5,Strength,Powerlifting,1.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,Female,40.0,1.89,11.2,23.9,177.0,134.0,71.0,1.37,1270.0,3.0,2.0,1.9,Endurance,HIIT,1.0,0.0,0.0,1.0,1.0,0.0,1.0
18.0,Male,52.0,1.66,18.87,26.7,199.0,137.0,74.0,2.0,1314.0,3.0,1.0,3.3,General Fitness,Cardio,0.0,0.0,0.0,0.0,0.0,1.0,1.0
